address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,furnishing_sell,price,price_m2,property_legal_document,property_status,region,rooms,size,toilets,unitnumber,ward
"Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2850000000,"30,32 triệu/m²",,Đã bàn giao,Đồng Nai,2 phòng,94 m²,2 phòng,,Phường Thống Nhất
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Căn góc,Chung cư,Huyện Nhơn Trạch,Nam,River Garden Residences (RG2) SwanBay,Bắc,,Hoàn thiện cơ bản,2482730000,"33,55 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,74.2 m²,2 phòng,,Xã Đại Phước
"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",,Chung cư,Huyện Nhơn Trạch,,,,,,450000000,"13,64 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,1 phòng,33 m²,1 phòng,,Xã Phước An
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông,,Tây,,,2300000000,"32,86 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Võ Thị Sáu, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Đông Nam,,,1900000000,"27,14 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Quyết Thắng
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,Lucky,,12,Nội thất cao cấp,2250000000,"31,69 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",,Chung cư,Huyện Nhơn Trạch,,,,2,,680000000,"13,08 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,52 m²,1 phòng,,Xã Phước An
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,P,Đông Bắc,1,Hoàn thiện cơ bản,2500000000,"35,71 triệu/m²",Giấy tờ khác,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,P1,Phường Hố Nai
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2250000000,"29,22 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,,Phường Thống Nhất
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,10,,2500000000,"33,78 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,10,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây Nam,01,Đông Bắc,12,Hoàn thiện cơ bản,2272000000,"33,41 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,u-01-12,Phường Hố Nai
"1314, Đường Võ Thị Sáu, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Nam,,,1500000000,30 triệu/m²,Đã có sổ,Chưa bàn giao,Đồng Nai,1 phòng,50 m²,1 phòng,,Phường Quyết Thắng
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,Lucky,,9,Nội thất cao cấp,2700000000,"33,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,3 phòng,81 m²,2 phòng,,Phường Hố Nai
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,820000000,"22,16 triệu/m²",,Đã bàn giao,Đồng Nai,1 phòng,37.5 m²,1 phòng,,Phường Tam Hòa
"Đường Hương lộ 10, Xã Cẩm Đường, Huyện Long Thành, Đồng Nai",,Duplex,Huyện Long Thành,,,Đông Bắc,,,2500000,1.721 đ/m²,Đã có sổ,Đã bàn giao,Đồng Nai,3 phòng,1452 m²,3 phòng,,Xã Cẩm Đường
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1600000000,"21,92 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,PASSION,,19,Nội thất cao cấp,1600000000,"22,86 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,P,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1600000000,"22,86 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1500000000,"23,08 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1600000000,"24,62 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1600000000,"23,19 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Đông Nam,PASSION,Đông Nam,29,Nội thất cao cấp,1500000000,"21,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1589000000,"23,37 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,,Phường Hố Nai
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1589487365,"21,19 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,75.83 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1600000000,"22,54 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,Lucky,,6,Nội thất cao cấp,2200000000,"31,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất đầy đủ,2400000000,"31,17 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,,Phường Thống Nhất
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",,Chung cư,Thành phố Biên Hòa,,,,,,1700000000,"22,97 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1685000000,"24,07 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Đồng Khởi, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1100000000,"18,33 triệu/m²",,Đã bàn giao,Đồng Nai,2 phòng,60 m²,2 phòng,,Phường Tam Hiệp
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1741000000,"25,6 triệu/m2",,Đã bàn giao,Đồng Nai,2 phòng,68.06 m2,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,10,Nội thất cao cấp,1519000000,"20,81 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Thống Nhất
"Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Đông Nam,,Nội thất cao cấp,1900000000,"27,14 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",Căn góc,Chung cư,Thành phố Biên Hòa,,,Đông Nam,,Nội thất cao cấp,1600000000,"22,86 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,350000000,"5,22 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,67 m²,2 phòng,,Phường Hố Nai
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Nam,A,,19,Hoàn thiện cơ bản,850000000,"21,79 triệu/m²",Giấy tờ khác,Đã bàn giao,Đồng Nai,1 phòng,39 m²,1 phòng,A4.3,Phường Tam Hòa
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1635000000,"22,4 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Hố Nai
"Đường Quốc lộ 1A, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,v1,Tây Bắc,,Hoàn thiện cơ bản,2140000000,"29,72 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,72 m²,2 phòng,,Phường Hố Nai
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2450000000,"31,82 triệu/m²",Giấy tờ khác,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,,Phường Thống Nhất
"nguyễn ái quốc, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,Tây Bắc,,Nội thất cao cấp,1390000000,"27,8 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,50 m²,1 phòng,,Phường Bửu Long
"Lữ Mạnh, Phường Thanh Bình, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1800000000,"22,5 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,3 phòng,80 m²,2 phòng,,Phường Thanh Bình
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây,,Nam,,Nội thất đầy đủ,2000000000,"31,75 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,1 phòng,63.36 m²,1 phòng,,Phường Thống Nhất
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Đông Bắc,,,1563000000,"20,84 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,75.83 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1750000000,"23,65 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,,Phường Hố Nai
"đường Nguyễn Bỉnh Khiêm, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1390000000,"27,8 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,50 m²,1 phòng,,Phường Bửu Long
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,375000000,"5,28 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Bắc,,Nam,,,1700000000,"24,29 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,2499340000,"35,7 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",Căn góc,Chung cư,Thành phố Biên Hòa,,,Tây Bắc,,Hoàn thiện cơ bản,2500000000,"33,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,75 m²,2 phòng,,Phường Hố Nai
"XA LỘ HÀ NỘI, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,2530000000,"33,73 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,75 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,Passion,Tây Bắc,16,Nội thất cao cấp,1928000000,"23,8 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,3 phòng,81.22 m²,2 phòng,P.16.08,Phường Hố Nai
"21/5, Đường N1, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",,Duplex,Thành phố Biên Hòa,Tây,,Tây,3,,3650000000,"24,33 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,3 phòng,150 m²,3 phòng,,Phường Bửu Long
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,,790000000,"19,75 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,1 phòng,40 m²,1 phòng,,Phường Tam Hòa
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,A1,,18,Nội thất đầy đủ,1340000000,"19,14 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Tam Hòa
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,,1700000000,25 triệu/m²,Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,Passion,Tây Bắc,,Hoàn thiện cơ bản,1700000000,"24,29 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1557000000,"22,24 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2300000000,"22,55 triệu/m²",,Chưa bàn giao,Đồng Nai,3 phòng,102 m²,2 phòng,,Phường Hố Nai
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,453000000,"6,47 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70.76 m²,2 phòng,,Phường Hố Nai
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,3800000000,"46,34 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,82.5 m²,2 phòng,,Phường Thống Nhất
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,20000000,285.714 đ/m²,Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Đông Nam,PASSION,Đông Nam,24,Nội thất cao cấp,1600000000,"22,22 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,72 m²,2 phòng,,Phường Hố Nai
"Xa lộ hà nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,2000000000,"28,57 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"xa lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,2500000000,"29,76 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,3 phòng,84 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,P,,9,Nội thất cao cấp,1620000000,"22,5 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,72 m²,2 phòng,P9.09,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2513784000,"36,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,69.06 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Đông Nam,LUCKY,Tây Bắc,13,Nội thất cao cấp,1668000000,"23,83 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,L.13.07,Phường Hố Nai
